Tipe,No,Nama,Alamat,Kota,Provinsi,Latitude,Longitude,Harga,Kategori_old,Hidden Gem,Transportasi,Deskripsi,Jam Buka,Jam Tutup,Hari Operasional,Fasilitas,Fitur_CBF,Kategori_Harga,Fitur_CBF_clean_old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gambar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rating_Destinasi,,Kategori,Fitur_CBF_clean
Destinasi,31,Pantjoran PIK,"Kawasan Golf Island PIK, Pantai Maju",Jakarta Utara,DKI Jakarta,-6090273,106744469,0,Wisata Kuliner,Tidak,"Kendaraan Pribadi, Bus Shuttle PIK","Ruang gastronomi masif berskala makro dengan rekayasa tematik pecinan dinasti oriental raksasa. Menawarkan kelimpahan kedai legendaris seperti nasi campur, dim sum, hingga seafood tumpah ruah. Ornamen warna merah emas berpadu dengan lanskap pagoda bertingkat menghiasi kawasan gemerlap ini tanpa henti.",07:00,23:00,Setiap Hari,Tidak tersedia,"Wisata Kuliner Wisata Kuliner Ruang gastronomi masif berskala makro dengan rekayasa tematik pecinan dinasti oriental raksasa. Menawarkan kelimpahan kedai legendaris seperti nasi campur, dim sum, hingga seafood tumpah ruah. Ornamen warna merah emas berpadu dengan lanskap pagoda bertingkat menghiasi kawasan gemerlap ini tanpa henti. Jakarta Utara Tidak Kendaraan Pribadi, Bus Shuttle PIK",Gratis,wisata kuliner wisata kuliner ruang gastronomi masif berskala makro rekayasa tematik pecinan dinasti oriental raksasa menawarkan kelimpahan kedai legendaris nasi campur dim sum seafood tumpah ruah ornamen warna merah emas berpadu lanskap pagoda bertingkat menghiasi kawasan gemerlap tanpa henti jakarta utara kendaraan pribadi bus shuttle pik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://tse1.mm.bing.net/th/id/OIP.HHS7oYHgERHAiz0mkzjvXgHaFj?r=0&rs=1&pid=ImgDetMain&o=7&rm=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,Wisata Kuliner,wisata kuliner ruang gastronomi masif berskala makro rekayasa tematik pecinan dinasti oriental raksasa menawarkan kelimpahan kedai legendaris nasi campur dim sum seafood tumpah ruah ornamen warna merah emas berpadu lanskap pagoda bertingkat menghiasi kawasan gemerlap tanpa henti jakarta utara kendaraan pribadi bus shuttle pik
Destinasi,32,Petak Sembilan (Glodok Chinatown),"Jl. Kemenangan Raya, Glodok, Taman Sari",Jakarta Barat,DKI Jakarta,-6141341,106813930,0,Wisata Budaya,Tidak,"TransJakarta (Halte Glodok), MRT (Fase 2 kelak)","Representasi riil permukiman pecinan otentik masa lampau Batavia yang masih bernapas. Menyuguhkan hiruk pikuk aktivitas warga lokal di jalanan sempit. Semerbak bau asap hio persembahyangan mengiringi langkah menuju Vihara Dharma Bhakti. Pengunjung kerap berburu menu andalan secangkir es kopi susu Tak Kie yang legendaris, pia kacang hijau panas, ikan pihi, dan ramuan obat tradisional.",06:00,17:00,Setiap Hari,Tidak tersedia,"Wisata Budaya Wisata Budaya Representasi riil permukiman pecinan otentik masa lampau Batavia yang masih bernapas. Menyuguhkan hiruk pikuk aktivitas warga lokal di jalanan sempit. Semerbak bau asap hio persembahyangan mengiringi langkah menuju Vihara Dharma Bhakti. Pengunjung kerap berburu menu andalan secangkir es kopi susu Tak Kie yang legendaris, pia kacang hijau panas, ikan pihi, dan ramuan obat tradisional. Jakarta Barat Tidak TransJakarta (Halte Glodok), MRT (Fase 2 kelak)",Gratis,wisata budaya wisata budaya representasi riil permukiman pecinan otentik masa lampau batavia masih bernapas menyuguhkan hiruk pikuk aktivitas warga lokal jalanan sempit semerbak bau asap hio persembahyangan mengiringi langkah menuju vihara dharma bhakti pengunjung kerap berburu menu andalan secangkir kopi susu tak kie legendaris pia kacang hijau panas ikan pihi ramuan obat tradisional jakarta barat transjakarta halte glodok mrt fase kelak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://tse3.mm.bing.net/th/id/OIP.dNXA5_C2ZHsBEunbL3GMqAAAAA?r=0&rs=1&pid=ImgDetMain&o=7&rm=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,Wisata Budaya,wisata budaya representasi riil permukiman pecinan otentik masa lampau batavia masih bernapas menyuguhkan hiruk pikuk aktivitas warga lokal jalanan sempit semerbak bau asap hio persembahyangan mengiringi langkah menuju vihara dharma bhakti pengunjung kerap berburu menu andalan secangkir kopi susu tak kie legendaris pia kacang hijau panas ikan pihi ramuan obat tradisional jakarta barat transjakarta halte glodok mrt fase kelak
Destinasi,33,Pelabuhan Sunda Kelapa,"Jl. Mataram No.1, Penjaringan",Jakarta Utara,DKI Jakarta,-6122630,106808994,5000,Wisata Bahari,Tidak,"TransJakarta, KRL (Stasiun Jakarta Kota)","Urat nadi logistik purba yang beraura pelayaran maskulin abad pertengahan. Wisatawan dikejutkan dengan parade perahu Pinisi kayu bersandar lurus memanjang bermil-mil, kuli panggul tradisional mengangkut sak semen. Menyajikan panorama matahari terbenam paling industrial dan dramatis berlatar buritan kapal kayu.",06:00,18:00,Setiap Hari,Tidak tersedia,"Wisata Bahari Wisata Bahari Urat nadi logistik purba yang beraura pelayaran maskulin abad pertengahan. Wisatawan dikejutkan dengan parade perahu Pinisi kayu bersandar lurus memanjang bermil-mil, kuli panggul tradisional mengangkut sak semen. Menyajikan panorama matahari terbenam paling industrial dan dramatis berlatar buritan kapal kayu. Jakarta Utara Tidak TransJakarta, KRL (Stasiun Jakarta Kota)",Murah,wisata bahari wisata bahari urat nadi logistik purba beraura pelayaran maskulin abad pertengahan wisatawan dikejutkan parade perahu pinisi kayu bersandar lurus memanjang bermil mil kuli panggul tradisional mengangkut sak semen menyajikan panorama matahari terbenam paling industrial dramatis berlatar buritan kapal kayu jakarta utara transjakarta krl stasiun jakarta kota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://salsawisata.com/wp-content/uploads/2022/11/wisata-pelabuhan-sunda-kelapa.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,Wisata Bahari,wisata bahari urat nadi logistik purba beraura pelayaran maskulin abad pertengahan wisatawan dikejutkan parade perahu pinisi kayu bersandar lurus memanjang bermil mil kuli panggul tradisional mengangkut sak semen menyajikan panorama matahari terbenam paling industrial dramatis berlatar buritan kapal kayu jakarta utara transjakarta krl stasiun jakarta kota
Destinasi,34,Jembatan Kota Intan,"Jl. Kali Besar Barat, Roa Malaka, Tambora",Jakarta Barat,DKI Jakarta,-6131054,106810445,0,Wisata Sejarah,Ya,"KRL (Stasiun Jakarta Kota), TransJakarta",Saksi bisu tata kota rekayasa air peninggalan VOC. Merupakan satu-satunya jembatan gantung ungkit berbahan balok kayu ek merah di kawasan kota peninggalan abad ke-17 yang tersisa. Tempat ini memancarkan roman masa lalu Eropa di atas perairan Kali Besar.,00:00,23:59,Setiap Hari,Tidak tersedia,"Wisata Sejarah Wisata Sejarah Saksi bisu tata kota rekayasa air peninggalan VOC. Merupakan satu-satunya jembatan gantung ungkit berbahan balok kayu ek merah di kawasan kota peninggalan abad ke-17 yang tersisa. Tempat ini memancarkan roman masa lalu Eropa di atas perairan Kali Besar. Jakarta Barat Ya KRL (Stasiun Jakarta Kota), TransJakarta",Gratis,wisata sejarah wisata sejarah saksi bisu tata kota rekayasa air peninggalan voc satu satunya jembatan gantung ungkit berbahan balok kayu merah kawasan kota peninggalan abad tersisa tempat memancarkan roman masa lalu eropa atas perairan kali besar jakarta barat krl stasiun jakarta kota transjakarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://as2.ftcdn.net/v2/jpg/02/94/42/55/1000_F_294425525_SnEqwQrj0yDzUXl0l1TtdBcM7hsWihr0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,Wisata Sejarah,wisata sejarah saksi bisu tata kota rekayasa air peninggalan voc satu satunya jembatan gantung ungkit berbahan balok kayu merah kawasan kota peninggalan abad tersisa tempat memancarkan roman masa lalu eropa atas perairan kali besar jakarta barat krl stasiun jakarta kota transjakarta
Destinasi,35,Pulau Macan Eco Lodge,Kepulauan Seribu Utara,Jakarta Utara,DKI Jakarta,-5598309,106549379,2000000,Wisata Bahari,Ya,Kapal Cepat (Speedboat) dari Marina Ancol,"Definisi mutlak surga retret isolasi (seclusion retreat). Memiliki konsep pariwisata regeneratif eksklusif bertenaga panel surya. Akomodasi kamarnya tanpa dinding penghalang (seahorse oceanfront), ranjang di atas dek kayu mengarah tepat ke laut lepas, tanpa kelambu nyamuk karena kebersihan ekologis laut. Menyajikan kuliner panen organik kebun (farm-to-table buffet).",00:00,23:59,Tergantung Jadwal Kapal (Reservasi),Tidak tersedia,"Wisata Bahari Wisata Bahari Definisi mutlak surga retret isolasi (seclusion retreat). Memiliki konsep pariwisata regeneratif eksklusif bertenaga panel surya. Akomodasi kamarnya tanpa dinding penghalang (seahorse oceanfront), ranjang di atas dek kayu mengarah tepat ke laut lepas, tanpa kelambu nyamuk karena kebersihan ekologis laut. Menyajikan kuliner panen organik kebun (farm-to-table buffet). Jakarta Utara Ya Kapal Cepat (Speedboat) dari Marina Ancol",Mahal,wisata bahari wisata bahari definisi mutlak surga retret isolasi seclusion retreat konsep pariwisata regeneratif eksklusif bertenaga panel surya akomodasi kamarnya tanpa dinding penghalang seahorse oceanfront ranjang atas dek kayu mengarah tepat laut lepas tanpa kelambu nyamuk kebersihan ekologis laut menyajikan kuliner panen organik kebun farm table buffet jakarta utara kapal cepat speedboat marina ancol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://tse1.mm.bing.net/th/id/OIP.fT0wZz_vDVt8Zomj_puX_AHaE8?r=0&rs=1&pid=ImgDetMain&o=7&rm=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,Wisata Bahari,wisata bahari definisi mutlak surga retret isolasi seclusion retreat konsep pariwisata regeneratif eksklusif bertenaga panel surya akomodasi kamarnya tanpa dinding penghalang seahorse oceanfront ranjang atas dek kayu mengarah tepat laut lepas tanpa kelambu nyamuk kebersihan ekologis laut menyajikan kuliner panen organik kebun farm table buffet jakarta utara kapal cepat speedboat marina ancol
Destinasi,36,Pasar Santa,"Jl. Cipaku I No.1, Petogogan, Kebayoran Baru",Jakarta Selatan,DKI Jakarta,-6239903,106812142,0,Wisata Kuliner,Ya,"Kendaraan Pribadi, Taksi Daring","Fusi mengejutkan antara aroma lantai pasar basah penyedia komoditi sayur mayur dengan kultur hipster urban yang mendiami lantai paling atas. Melahirkan suasana pasar klandestin bawah tanah. Menjajakan baju bekas gaya jalanan, vinyl langka musik rilis terbatas, kopi seduh manual kaliber artisan, hingga menu fusi hot dog Meksiko-Lokal yang menantang pakem konvensional.",10:00,20:00,Setiap Hari,Tidak tersedia,"Wisata Kuliner Wisata Kuliner Fusi mengejutkan antara aroma lantai pasar basah penyedia komoditi sayur mayur dengan kultur hipster urban yang mendiami lantai paling atas. Melahirkan suasana pasar klandestin bawah tanah. Menjajakan baju bekas gaya jalanan, vinyl langka musik rilis terbatas, kopi seduh manual kaliber artisan, hingga menu fusi hot dog Meksiko-Lokal yang menantang pakem konvensional. Jakarta Selatan Ya Kendaraan Pribadi, Taksi Daring",Gratis,wisata kuliner wisata kuliner fusi mengejutkan aroma lantai pasar basah penyedia komoditi sayur mayur kultur hipster urban mendiami lantai paling atas melahirkan suasana pasar klandestin bawah tanah menjajakan baju bekas gaya jalanan vinyl langka musik rilis terbatas kopi seduh manual kaliber artisan menu fusi hot dog meksiko lokal menantang pakem konvensional jakarta selatan kendaraan pribadi taksi daring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://tse1.mm.bing.net/th/id/OIP.wYwuHDEmhvD21aa0niA5AgHaE8?r=0&rs=1&pid=ImgDetMain&o=7&rm=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,Wisata Kuliner,wisata kuliner fusi mengejutkan aroma lantai pasar basah penyedia komoditi sayur mayur kultur hipster urban mendiami lantai paling atas melahirkan suasana pasar klandestin bawah tanah menjajakan baju bekas gaya jalanan vinyl langka musik rilis terbatas kopi seduh manual kaliber artisan menu fusi hot dog meksiko lokal menantang pakem konvensional jakarta selatan kendaraan pribadi taksi daring
Destinasi,37,Jalan Sabang (Kawasan Kuliner Malam),"Jl. H. Agus Salim, Kebon Sirih, Menteng",Jakarta Pusat,DKI Jakarta,-6186179,106825114,0,Wisata Kuliner,Ya,"MRT (Stasiun Bundaran HI), TransJakarta","Lorong koridor kuliner jalanan malam hari yang dipadati komuter setelah lelah bekerja. Hiruk pikuk tawar menawar bersatu dengan decak spatula dan wajan arang. Reputasi Jalan Sabang dibangun oleh deretan tenda pedagang sate ayam Madura bercitarasa kacang legit, nasi goreng kambing kehitaman, serta roti bakar bertopping lelehan keju klasik.",17:00,00:00,Setiap Hari,Tidak tersedia,"Wisata Kuliner Wisata Kuliner Lorong koridor kuliner jalanan malam hari yang dipadati komuter setelah lelah bekerja. Hiruk pikuk tawar menawar bersatu dengan decak spatula dan wajan arang. Reputasi Jalan Sabang dibangun oleh deretan tenda pedagang sate ayam Madura bercitarasa kacang legit, nasi goreng kambing kehitaman, serta roti bakar bertopping lelehan keju klasik. Jakarta Pusat Ya MRT (Stasiun Bundaran HI), TransJakarta",Gratis,wisata kuliner wisata kuliner lorong koridor kuliner jalanan malam hari dipadati komuter setelah lelah bekerja hiruk pikuk tawar menawar bersatu decak spatula wajan arang reputasi jalan sabang dibangun deretan tenda pedagang sate ayam madura bercitarasa kacang legit nasi goreng kambing kehitaman roti bakar bertopping lelehan keju klasik jakarta pusat mrt stasiun bundaran transjakarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://tse3.mm.bing.net/th/id/OIP.mWBzE_XKB9w7vECxx6UXsQHaE9?r=0&rs=1&pid=ImgDetMain&o=7&rm=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,Wisata Kuliner,wisata kuliner lorong koridor kuliner jalanan malam hari dipadati komuter setelah lelah bekerja hiruk pikuk tawar menawar bersatu decak spatula wajan arang reputasi jalan sabang dibangun deretan tenda pedagang sate ayam madura bercitarasa kacang legit nasi goreng kambing kehitaman roti bakar bertopping lelehan keju klasik jakarta pusat mrt stasiun bundaran transjakarta
Destinasi,38,Galeri Nasional Indonesia,"Jl. Medan Merdeka Timur No.14, Gambir",Jakarta Pusat,DKI Jakarta,-6178134,106831857,0,Wisata Budaya,Tidak,"KRL (Stasiun Gambir), TransJakarta","Institusi seni monumental pelat merah dengan gaya gedung putih era Hindia. Menyajikan ketenangan berkelas dengan penjagaan disiplin. Memamerkan mahakarya permanen lukisan dan patung perintis seni rupa murni Indonesia, termasuk instalasi Raden Saleh, sering menjadi ruang eksplorasi eksibisi seniman muda bergaya eksperimental berskala nasional.",09:00,16:00,Selasa - Minggu,Tidak tersedia,"Wisata Budaya Wisata Budaya Institusi seni monumental pelat merah dengan gaya gedung putih era Hindia. Menyajikan ketenangan berkelas dengan penjagaan disiplin. Memamerkan mahakarya permanen lukisan dan patung perintis seni rupa murni Indonesia, termasuk instalasi Raden Saleh, sering menjadi ruang eksplorasi eksibisi seniman muda bergaya eksperimental berskala nasional. Jakarta Pusat Tidak KRL (Stasiun Gambir), TransJakarta",Gratis,wisata budaya wisata budaya institusi seni monumental pelat merah gaya gedung putih era hindia menyajikan ketenangan berkelas penjagaan disiplin memamerkan mahakarya permanen lukisan patung perintis seni rupa murni indonesia termasuk instalasi raden saleh sering ruang eksplorasi eksibisi seniman muda bergaya eksperimental berskala nasional jakarta pusat krl stasiun gambir transjakarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://tse4.mm.bing.net/th/id/OIP.bkS6FjP8Si2odF8faI8ZhgHaE9?r=0&rs=1&pid=ImgDetMain&o=7&rm=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,Wisata Budaya,wisata budaya institusi seni monumental pelat merah gaya gedung putih era hindia menyajikan ketenangan berkelas penjagaan disiplin memamerkan mahakarya permanen lukisan patung perintis seni rupa murni indonesia termasuk instalasi raden saleh sering ruang eksplorasi eksibisi seniman muda bergaya eksperimental berskala nasional jakarta pusat krl stasiun gambir transjakarta
Destinasi,39,Taman Literasi Blok M (Martha Tiahahu),"Jl. Sisingamangaraja, Melawai, Kebayoran Baru",Jakarta Selatan,DKI Jakarta,-6243013,106798736,0,Wisata Edukasi,Tidak,"MRT (Stasiun Blok M BCA), TransJakarta","Rekayasa ruang transit yang mengawinkan estetika ekologis dengan literatur. Bentuk kolosalnya menyerupai piringan melingkar dengan koridor berlubang penuh tanaman hias tropis menjuntai. Menghadirkan amfiteater hijau dan rak perpustakaan mikro, berfungsi menjadi lokasi bersantai penawar tekanan komuter urban yang usai meretas stasiun bawah tanah.",07:00,22:00,Setiap Hari,Tidak tersedia,"Wisata Edukasi Wisata Edukasi Rekayasa ruang transit yang mengawinkan estetika ekologis dengan literatur. Bentuk kolosalnya menyerupai piringan melingkar dengan koridor berlubang penuh tanaman hias tropis menjuntai. Menghadirkan amfiteater hijau dan rak perpustakaan mikro, berfungsi menjadi lokasi bersantai penawar tekanan komuter urban yang usai meretas stasiun bawah tanah. Jakarta Selatan Tidak MRT (Stasiun Blok M BCA), TransJakarta",Gratis,wisata edukasi wisata edukasi rekayasa ruang transit mengawinkan estetika ekologis literatur bentuk kolosalnya menyerupai piringan melingkar koridor berlubang penuh tanaman hias tropis menjuntai menghadirkan amfiteater hijau rak perpustakaan mikro berfungsi lokasi bersantai penawar tekanan komuter urban usai meretas stasiun bawah tanah jakarta selatan mrt stasiun blok bca transjakarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://awsimages.detik.net.id/community/media/visual/2023/02/20/taman-literasi-blok-m-atau-taman-literasi-martha-christina-tiahahu-8_169.jpeg?w=780&q=90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,Wisata Edukasi,wisata edukasi rekayasa ruang transit mengawinkan estetika ekologis literatur bentuk kolosalnya menyerupai piringan melingkar koridor berlubang penuh tanaman hias tropis menjuntai menghadirkan amfiteater hijau rak perpustakaan mikro berfungsi lokasi bersantai penawar tekanan komuter urban usai meretas stasiun bawah tanah jakarta selatan mrt stasiun blok bca transjakarta
Destinasi,40,Bayt Al-Qur'an dan Museum Istiqlal (BQMI),"Kompleks TMII, Jl. Raya Taman Mini, Ceger",Jakarta Timur,DKI Jakarta,-6302566,106887862,5000,Wisata Religi,Ya,"LRT (Stasiun TMII), TransJakarta","Gedung arsip berarsitektur modern dengan atmosfer relijius penuh penghormatan. Sangat edukatif memperlihatkan ragam penyalinan kitab suci, termasuk mushaf bersampul rajut emas pusaka Indonesia, kitab huruf braille bagi difabel, hingga sentuhan canggih pembalik mushaf lembar elektronik via sensor gerak pergelangan tangan, ditutup pajangan kaligrafi kontemporer asimilasi budaya Jawa-Arab.",08:30,15:30,Setiap Hari,Tidak tersedia,"Wisata Religi Wisata Religi Gedung arsip berarsitektur modern dengan atmosfer relijius penuh penghormatan. Sangat edukatif memperlihatkan ragam penyalinan kitab suci, termasuk mushaf bersampul rajut emas pusaka Indonesia, kitab huruf braille bagi difabel, hingga sentuhan canggih pembalik mushaf lembar elektronik via sensor gerak pergelangan tangan, ditutup pajangan kaligrafi kontemporer asimilasi budaya Jawa-Arab. Jakarta Timur Ya LRT (Stasiun TMII), TransJakarta",Murah,wisata religi wisata religi gedung arsip berarsitektur modern atmosfer relijius penuh penghormatan edukatif memperlihatkan ragam penyalinan kitab suci termasuk mushaf bersampul rajut emas pusaka indonesia kitab huruf braille difabel sentuhan canggih pembalik mushaf lembar elektronik via sensor gerak pergelangan tangan ditutup pajangan kaligrafi kontemporer asimilasi budaya jawa arab jakarta timur lrt stasiun tmii transjakarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://tse1.mm.bing.net/th/id/OIP.CeWiUisryWb2oNdg-jyfLwHaE8?r=0&rs=1&pid=ImgDetMain&o=7&rm=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,Wisata Religi,wisata religi gedung arsip berarsitektur modern atmosfer relijius penuh penghormatan edukatif memperlihatkan ragam penyalinan kitab suci termasuk mushaf bersampul rajut emas pusaka indonesia kitab huruf braille difabel sentuhan canggih pembalik mushaf lembar elektronik via sensor gerak pergelangan tangan ditutup pajangan kaligrafi kontemporer asimilasi budaya jawa arab jakarta timur lrt stasiun tmii transjakarta
Destinasi,1,Kawah Putih,Jl. Raya Ciwidey Patengan Km 11,Kab. Bandung,Jawa Barat,-7166154,107402279,54500,Wisata Alam Vulkanik,Tidak,"Kendaraan Pribadi, Bus Rombongan",Danau kawah vulkanik eksotis bersuhu dingin dengan air biru kehijauan yang memukau.,07:30,17:00,Setiap Hari,Tidak tersedia,"Wisata Alam Vulkanik Wisata Alam Vulkanik Danau kawah vulkanik eksotis bersuhu dingin dengan air biru kehijauan yang memukau. Kab. Bandung Tidak Kendaraan Pribadi, Bus Rombongan",Sedang,wisata alam vulkanik wisata alam vulkanik danau kawah vulkanik eksotis bersuhu dingin air biru kehijauan memukau kab bandung kendaraan pribadi bus rombongan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://tse3.mm.bing.net/th/id/OIP.pej6iCVeQwRBnR_bi6f7KQHaF0?r=0&rs=1&pid=ImgDetMain&o=7&rm=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,Wisata Alam,wisata alam danau kawah vulkanik eksotis bersuhu dingin air biru kehijauan memukau kab bandung kendaraan pribadi bus rombongan
Destinasi,2,Gunung Tangkuban Perahu,Kawasan Wilayah Lembang Utara,Bandung Barat,Jawa Barat,-6998508,108742023,25000,Wisata Alam Vulkanik,Tidak,"Kendaraan Pribadi, Bus Besar",Gunung berapi aktif ikonik yang menawarkan pesona tiga kawah utama serta uap belerang hangat.,11:00,20:00,Setiap Hari,Tidak tersedia,"Wisata Alam Vulkanik Wisata Alam Vulkanik Gunung berapi aktif ikonik yang menawarkan pesona tiga kawah utama serta uap belerang hangat. Bandung Barat Tidak Kendaraan Pribadi, Bus Besar",Murah,wisata alam vulkanik wisata alam vulkanik gunung berapi aktif ikonik menawarkan pesona tiga kawah utama uap belerang hangat bandung barat kendaraan pribadi bus besar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://tse3.mm.bing.net/th/id/OIP.CQmwUuMAXvMvqTTa9CAlaQHaE8?r=0&rs=1&pid=ImgDetMain&o=7&rm=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,Wisata Alam,wisata alam gunung berapi aktif ikonik menawarkan pesona tiga kawah utama uap belerang hangat bandung barat kendaraan pribadi bus besar
Destinasi,3,Situ Patenggang,"Jl. Situ Patengan, Area Rancabali",Kab. Bandung,Jawa Barat,-7163843,107358745,25000,Wisata Alam Perairan,Tidak,Kendaraan Pribadi,Danau alami dataran tinggi asri yang dikelilingi hamparan kebun teh dan restoran kapal pinisi raksasa.,09:00,17:00,Setiap Hari,Tidak tersedia,Wisata Alam Perairan Wisata Alam Perairan Danau alami dataran tinggi asri yang dikelilingi hamparan kebun teh dan restoran kapal pinisi raksasa. Kab. Bandung Tidak Kendaraan Pribadi,Murah,wisata alam perairan wisata alam perairan danau alami dataran tinggi asri dikelilingi hamparan kebun teh restoran kapal pinisi raksasa kab bandung kendaraan pribadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://tse2.mm.bing.net/th/id/OIP.h9NVPBFRY1WTnAB4-Am8PAHaE8?r=0&rs=1&pid=ImgDetMain&o=7&rm=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,Wisata Alam,wisata alam danau alami dataran tinggi asri dikelilingi hamparan kebun teh restoran kapal pinisi raksasa kab bandung kendaraan pribadi
Destinasi,4,Ranca Upas,"Jl. Camp Ranca Upas, Rancabali",Kab. Bandung,Jawa Barat,-7138360,107391631,32500,Wisata Alam / Edukasi Fauna,Tidak,Kendaraan Pribadi,Bumi perkemahan rindang dengan fasilitas interaksi langsung memberi makan kawanan rusa jinak.,00:00,00:00,Setiap Hari,Tidak tersedia,Wisata Alam / Edukasi Fauna Wisata Alam / Edukasi Fauna Bumi perkemahan rindang dengan fasilitas interaksi langsung memberi makan kawanan rusa jinak. Kab. Bandung Tidak Kendaraan Pribadi,Sedang,wisata alam edukasi fauna wisata alam edukasi fauna bumi perkemahan rindang fasilitas interaksi langsung memberi makan kawanan rusa jinak kab bandung kendaraan pribadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://tse1.mm.bing.net/th/id/OIP.1FImo2UAgcpXHPNttxwt6QHaEB?r=0&rs=1&pid=ImgDetMain&o=7&rm=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,Wisata Alam,wisata alam bumi perkemahan rindang fasilitas interaksi langsung memberi makan kawanan rusa jinak kab bandung kendaraan pribadi
Destinasi,5,Perkebunan Teh Rancabali,"Area Patengan, Rancabali",Kab. Bandung,Jawa Barat,-7150383,107381291,0,Agrowisata,Tidak,Kendaraan Pribadi,"Lanskap hijau perkebunan teh luas yang menenangkan, sangat ideal untuk relaksasi dan berfoto.",00:00,00:00,Setiap Hari,Tidak tersedia,"Agrowisata Agrowisata Lanskap hijau perkebunan teh luas yang menenangkan, sangat ideal untuk relaksasi dan berfoto. Kab. Bandung Tidak Kendaraan Pribadi",Gratis,agrowisata agrowisata lanskap hijau perkebunan teh luas menenangkan ideal relaksasi berfoto kab bandung kendaraan pribadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://tse2.mm.bing.net/th/id/OIP.P-CqZW3xxpewoALxIyxgQgHaEU?r=0&rs=1&pid=ImgDetMain&o=7&rm=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,Agrowisata,agrowisata lanskap hijau perkebunan teh luas menenangkan ideal relaksasi berfoto kab bandung kendaraan pribadi
